STATION_ID,TIME_TAG UTC (Z+0),VEGA
VANCOUVER HARBOUR,2019-09-15 02:03,4.49
VANCOUVER HARBOUR,2019-09-15 02:04,4.4950
VANCOUVER HARBOUR,2019-09-15 02:05,4.4950
VANCOUVER HARBOUR,2019-09-15 02:06,4.49
VANCOUVER HARBOUR,2019-09-15 02:07,4.50
VANCOUVER HARBOUR,2019-09-15 02:08,4.5020
VANCOUVER HARBOUR,2019-09-15 02:09,4.5040
VANCOUVER HARBOUR,2019-09-15 02:10,4.5020
VANCOUVER HARBOUR,2019-09-15 02:11,4.5020
VANCOUVER HARBOUR,2019-09-15 02:12,4.5020
VANCOUVER HARBOUR,2019-09-15 02:13,4.5070
VANCOUVER HARBOUR,2019-09-15 02:14,4.51
VANCOUVER HARBOUR,2019-09-15 02:15,4.5140
VANCOUVER HARBOUR,2019-09-15 02:16,4.51
VANCOUVER HARBOUR,2019-09-15 02:17,4.5120
VANCOUVER HARBOUR,2019-09-15 02:18,4.5110
VANCOUVER HARBOUR,2019-09-15 02:19,4.5170
VANCOUVER HARBOUR,2019-09-15 02:20,4.5160
VANCOUVER HARBOUR,2019-09-15 02:21,4.5170
VANCOUVER HARBOUR,2019-09-15 02:22,4.5140
VANCOUVER HARBOUR,2019-09-15 02:23,4.5180
VANCOUVER HARBOUR,2019-09-15 02:24,4.5120
VANCOUVER HARBOUR,2019-09-15 02:25,4.5120
VANCOUVER HARBOUR,2019-09-15 02:26,4.5110
VANCOUVER HARBOUR,2019-09-15 02:27,4.5170
VANCOUVER HARBOUR,2019-09-15 02:28,4.51
VANCOUVER HARBOUR,2019-09-15 02:29,4.51
VANCOUVER HARBOUR,2019-09-15 02:30,4.5070
VANCOUVER HARBOUR,2019-09-15 02:31,4.5140
VANCOUVER HARBOUR,2019-09-15 02:32,4.5070
VANCOUVER HARBOUR,2019-09-15 02:33,4.5040
VANCOUVER HARBOUR,2019-09-15 02:34,4.51
VANCOUVER HARBOUR,2019-09-15 02:35,4.51
VANCOUVER HARBOUR,2019-09-15 02:36,4.51
VANCOUVER HARBOUR,2019-09-15 02:37,4.5020
VANCOUVER HARBOUR,2019-09-15 02:38,4.4880
VANCOUVER HARBOUR,2019-09-15 02:39,4.49
VANCOUVER HARBOUR,2019-09-15 02:40,4.4930
VANCOUVER HARBOUR,2019-09-15 02:41,4.4880
VANCOUVER HARBOUR,2019-09-15 02:42,4.4850
VANCOUVER HARBOUR,2019-09-15 02:43,4.4930
VANCOUVER HARBOUR,2019-09-15 02:44,4.4930
VANCOUVER HARBOUR,2019-09-15 02:45,4.4840
VANCOUVER HARBOUR,2019-09-15 02:46,4.4840
VANCOUVER HARBOUR,2019-09-15 02:47,4.4850
VANCOUVER HARBOUR,2019-09-15 02:48,4.50
VANCOUVER HARBOUR,2019-09-15 02:49,4.4840
VANCOUVER HARBOUR,2019-09-15 02:50,4.4720
VANCOUVER HARBOUR,2019-09-15 02:51,4.4690
VANCOUVER HARBOUR,2019-09-15 02:52,4.4740
VANCOUVER HARBOUR,2019-09-15 02:53,4.49
VANCOUVER HARBOUR,2019-09-15 02:54,4.4690
VANCOUVER HARBOUR,2019-09-15 02:55,4.4640
VANCOUVER HARBOUR,2019-09-15 02:56,4.46
VANCOUVER HARBOUR,2019-09-15 02:57,4.4640
VANCOUVER HARBOUR,2019-09-15 02:58,4.45
VANCOUVER HARBOUR,2019-09-15 02:59,4.4460
VANCOUVER HARBOUR,2019-09-15 03:00,4.4510
VANCOUVER HARBOUR,2019-09-15 03:01,4.4480
VANCOUVER HARBOUR,2019-09-15 03:02,4.4310
VANCOUVER HARBOUR,2019-09-15 03:03,4.4290
VANCOUVER HARBOUR,2019-09-15 03:04,4.4240
VANCOUVER HARBOUR,2019-09-15 03:05,4.4150
VANCOUVER HARBOUR,2019-09-15 03:06,4.4120
VANCOUVER HARBOUR,2019-09-15 03:07,4.4150
VANCOUVER HARBOUR,2019-09-15 03:08,4.4030
VANCOUVER HARBOUR,2019-09-15 03:09,4.4030
VANCOUVER HARBOUR,2019-09-15 03:10,4.3930
VANCOUVER HARBOUR,2019-09-15 03:11,4.3930
VANCOUVER HARBOUR,2019-09-15 03:12,4.3920
VANCOUVER HARBOUR,2019-09-15 03:13,4.3910
VANCOUVER HARBOUR,2019-09-15 03:14,4.3860
VANCOUVER HARBOUR,2019-09-15 03:15,4.3780
VANCOUVER HARBOUR,2019-09-15 03:16,4.3660
VANCOUVER HARBOUR,2019-09-15 03:17,4.3610
VANCOUVER HARBOUR,2019-09-15 03:18,4.3580
VANCOUVER HARBOUR,2019-09-15 03:19,4.3520
VANCOUVER HARBOUR,2019-09-15 03:20,4.3470
VANCOUVER HARBOUR,2019-09-15 03:21,4.3460
VANCOUVER HARBOUR,2019-09-15 03:22,4.3510
VANCOUVER HARBOUR,2019-09-15 03:23,4.3340
VANCOUVER HARBOUR,2019-09-15 03:24,4.3230
VANCOUVER HARBOUR,2019-09-15 03:25,4.3230
VANCOUVER HARBOUR,2019-09-15 03:26,4.32
VANCOUVER HARBOUR,2019-09-15 03:27,4.32
VANCOUVER HARBOUR,2019-09-15 03:28,4.3110
VANCOUVER HARBOUR,2019-09-15 03:29,4.3060
VANCOUVER HARBOUR,2019-09-15 03:30,4.3060
VANCOUVER HARBOUR,2019-09-15 03:31,4.2950
VANCOUVER HARBOUR,2019-09-15 03:32,4.2870
VANCOUVER HARBOUR,2019-09-15 03:33,4.2870
VANCOUVER HARBOUR,2019-09-15 03:34,4.2780
VANCOUVER HARBOUR,2019-09-15 03:35,4.2670
VANCOUVER HARBOUR,2019-09-15 03:36,4.2570
VANCOUVER HARBOUR,2019-09-15 03:37,4.25
VANCOUVER HARBOUR,2019-09-15 03:38,4.24
VANCOUVER HARBOUR,2019-09-15 03:39,4.2330
VANCOUVER HARBOUR,2019-09-15 03:40,4.2260
VANCOUVER HARBOUR,2019-09-15 03:41,4.2240
VANCOUVER HARBOUR,2019-09-15 03:42,4.2150
VANCOUVER HARBOUR,2019-09-15 03:43,4.2010
VANCOUVER HARBOUR,2019-09-15 03:44,4.1980
VANCOUVER HARBOUR,2019-09-15 03:45,4.1960
VANCOUVER HARBOUR,2019-09-15 03:46,4.1910
VANCOUVER HARBOUR,2019-09-15 03:47,4.1790
VANCOUVER HARBOUR,2019-09-15 03:48,4.1680
VANCOUVER HARBOUR,2019-09-15 03:49,4.1670
VANCOUVER HARBOUR,2019-09-15 03:50,4.1620
VANCOUVER HARBOUR,2019-09-15 03:51,4.1530
VANCOUVER HARBOUR,2019-09-15 03:52,4.1460
VANCOUVER HARBOUR,2019-09-15 03:53,4.1390
VANCOUVER HARBOUR,2019-09-15 03:54,4.1340
VANCOUVER HARBOUR,2019-09-15 03:55,4.1250
VANCOUVER HARBOUR,2019-09-15 03:56,4.1160
VANCOUVER HARBOUR,2019-09-15 03:57,4.1110
VANCOUVER HARBOUR,2019-09-15 03:58,4.1130
VANCOUVER HARBOUR,2019-09-15 03:59,4.0990
VANCOUVER HARBOUR,2019-09-15 04:00,4.0920
VANCOUVER HARBOUR,2019-09-15 04:01,4.0840
VANCOUVER HARBOUR,2019-09-15 04:02,4.0850
VANCOUVER HARBOUR,2019-09-15 04:03,4.0730
VANCOUVER HARBOUR,2019-09-15 04:04,4.0690
VANCOUVER HARBOUR,2019-09-15 04:05,4.0630
VANCOUVER HARBOUR,2019-09-15 04:06,4.0590
VANCOUVER HARBOUR,2019-09-15 04:07,4.0510
VANCOUVER HARBOUR,2019-09-15 04:08,4.05
VANCOUVER HARBOUR,2019-09-15 04:09,4.04
VANCOUVER HARBOUR,2019-09-15 04:10,4.0330
VANCOUVER HARBOUR,2019-09-15 04:11,4.0280
VANCOUVER HARBOUR,2019-09-15 04:12,4.0230
VANCOUVER HARBOUR,2019-09-15 04:13,4.0120
VANCOUVER HARBOUR,2019-09-15 04:14,4.0050
VANCOUVER HARBOUR,2019-09-15 04:15,4.0040
VANCOUVER HARBOUR,2019-09-15 04:16,3.9970
VANCOUVER HARBOUR,2019-09-15 04:17,3.9880
VANCOUVER HARBOUR,2019-09-15 04:18,3.9810
VANCOUVER HARBOUR,2019-09-15 04:19,3.9770
VANCOUVER HARBOUR,2019-09-15 04:20,3.9710
VANCOUVER HARBOUR,2019-09-15 04:21,3.9620
VANCOUVER HARBOUR,2019-09-15 04:22,3.96
VANCOUVER HARBOUR,2019-09-15 04:23,3.9440
VANCOUVER HARBOUR,2019-09-15 04:24,3.9440
VANCOUVER HARBOUR,2019-09-15 04:25,3.9410
VANCOUVER HARBOUR,2019-09-15 04:26,3.9310
VANCOUVER HARBOUR,2019-09-15 04:27,3.9180
VANCOUVER HARBOUR,2019-09-15 04:28,3.9150
VANCOUVER HARBOUR,2019-09-15 04:29,3.91
VANCOUVER HARBOUR,2019-09-15 04:30,3.8990
VANCOUVER HARBOUR,2019-09-15 04:31,3.8860
VANCOUVER HARBOUR,2019-09-15 04:32,3.8820
VANCOUVER HARBOUR,2019-09-15 04:33,3.8730
VANCOUVER HARBOUR,2019-09-15 04:34,3.8770
VANCOUVER HARBOUR,2019-09-15 04:35,3.8630
VANCOUVER HARBOUR,2019-09-15 04:36,3.8520
VANCOUVER HARBOUR,2019-09-15 04:37,3.8440
VANCOUVER HARBOUR,2019-09-15 04:38,3.8420
VANCOUVER HARBOUR,2019-09-15 04:39,3.8520
VANCOUVER HARBOUR,2019-09-15 04:40,3.8440
VANCOUVER HARBOUR,2019-09-15 04:41,3.8230
VANCOUVER HARBOUR,2019-09-15 04:42,3.8060
VANCOUVER HARBOUR,2019-09-15 04:43,3.8060
VANCOUVER HARBOUR,2019-09-15 04:44,3.8020
VANCOUVER HARBOUR,2019-09-15 04:45,3.7950
VANCOUVER HARBOUR,2019-09-15 04:46,3.7850
VANCOUVER HARBOUR,2019-09-15 04:47,3.7750
VANCOUVER HARBOUR,2019-09-15 04:48,3.7730
VANCOUVER HARBOUR,2019-09-15 04:49,3.7620
VANCOUVER HARBOUR,2019-09-15 04:50,3.75
VANCOUVER HARBOUR,2019-09-15 04:51,3.7360
VANCOUVER HARBOUR,2019-09-15 04:52,3.7340
VANCOUVER HARBOUR,2019-09-15 04:53,3.7240
VANCOUVER HARBOUR,2019-09-15 04:54,3.7190
VANCOUVER HARBOUR,2019-09-15 04:55,3.7050
VANCOUVER HARBOUR,2019-09-15 04:56,3.6820
VANCOUVER HARBOUR,2019-09-15 04:57,3.6820
VANCOUVER HARBOUR,2019-09-15 04:58,3.6770
VANCOUVER HARBOUR,2019-09-15 04:59,3.6740
VANCOUVER HARBOUR,2019-09-15 05:00,3.6630
VANCOUVER HARBOUR,2019-09-15 05:01,3.65
VANCOUVER HARBOUR,2019-09-15 05:02,3.6460
VANCOUVER HARBOUR,2019-09-15 05:03,3.6370
VANCOUVER HARBOUR,2019-09-15 05:04,3.6220
VANCOUVER HARBOUR,2019-09-15 05:05,3.61
VANCOUVER HARBOUR,2019-09-15 05:06,3.6150
VANCOUVER HARBOUR,2019-09-15 05:07,3.6090
VANCOUVER HARBOUR,2019-09-15 05:08,3.5990
VANCOUVER HARBOUR,2019-09-15 05:09,3.5840
VANCOUVER HARBOUR,2019-09-15 05:10,3.58
VANCOUVER HARBOUR,2019-09-15 05:11,3.5770
VANCOUVER HARBOUR,2019-09-15 05:12,3.57
VANCOUVER HARBOUR,2019-09-15 05:13,3.5610
VANCOUVER HARBOUR,2019-09-15 05:14,3.5470
VANCOUVER HARBOUR,2019-09-15 05:15,3.5450
VANCOUVER HARBOUR,2019-09-15 05:16,3.5430
VANCOUVER HARBOUR,2019-09-15 05:17,3.5280
VANCOUVER HARBOUR,2019-09-15 05:18,3.5230
VANCOUVER HARBOUR,2019-09-15 05:19,3.5230
VANCOUVER HARBOUR,2019-09-15 05:20,3.5140
VANCOUVER HARBOUR,2019-09-15 05:21,3.5070
VANCOUVER HARBOUR,2019-09-15 05:22,3.4970
VANCOUVER HARBOUR,2019-09-15 05:23,3.4860
VANCOUVER HARBOUR,2019-09-15 05:24,3.4780
VANCOUVER HARBOUR,2019-09-15 05:25,3.4660
VANCOUVER HARBOUR,2019-09-15 05:26,3.4590
VANCOUVER HARBOUR,2019-09-15 05:27,3.4580
VANCOUVER HARBOUR,2019-09-15 05:28,3.4450
VANCOUVER HARBOUR,2019-09-15 05:29,3.4380
VANCOUVER HARBOUR,2019-09-15 05:30,3.4270
VANCOUVER HARBOUR,2019-09-15 05:31,3.4190
VANCOUVER HARBOUR,2019-09-15 05:32,3.4120
VANCOUVER HARBOUR,2019-09-15 05:33,3.4030
VANCOUVER HARBOUR,2019-09-15 05:34,3.3980
VANCOUVER HARBOUR,2019-09-15 05:35,3.3910
VANCOUVER HARBOUR,2019-09-15 05:36,3.3960
VANCOUVER HARBOUR,2019-09-15 05:37,3.38
VANCOUVER HARBOUR,2019-09-15 05:38,3.3560
VANCOUVER HARBOUR,2019-09-15 05:39,3.3390
VANCOUVER HARBOUR,2019-09-15 05:40,3.3370
VANCOUVER HARBOUR,2019-09-15 05:41,3.33
VANCOUVER HARBOUR,2019-09-15 05:42,3.3150
VANCOUVER HARBOUR,2019-09-15 05:43,3.3080
VANCOUVER HARBOUR,2019-09-15 05:44,3.3040
VANCOUVER HARBOUR,2019-09-15 05:45,3.2990
VANCOUVER HARBOUR,2019-09-15 05:46,3.2850
VANCOUVER HARBOUR,2019-09-15 05:47,3.28
VANCOUVER HARBOUR,2019-09-15 05:48,3.28
VANCOUVER HARBOUR,2019-09-15 05:49,3.2730
VANCOUVER HARBOUR,2019-09-15 05:50,3.2540
VANCOUVER HARBOUR,2019-09-15 05:51,3.2480
VANCOUVER HARBOUR,2019-09-15 05:52,3.24
VANCOUVER HARBOUR,2019-09-15 05:53,3.2380
VANCOUVER HARBOUR,2019-09-15 05:54,3.2340
VANCOUVER HARBOUR,2019-09-15 05:55,3.2290
VANCOUVER HARBOUR,2019-09-15 05:56,3.2160
VANCOUVER HARBOUR,2019-09-15 05:57,3.2140
VANCOUVER HARBOUR,2019-09-15 05:58,3.2080
VANCOUVER HARBOUR,2019-09-15 05:59,3.20
VANCOUVER HARBOUR,2019-09-15 06:00,3.19
VANCOUVER HARBOUR,2019-09-15 06:01,3.1790
VANCOUVER HARBOUR,2019-09-15 06:02,3.1810
VANCOUVER HARBOUR,2019-09-15 06:03,3.1740
VANCOUVER HARBOUR,2019-09-15 06:04,3.1650
VANCOUVER HARBOUR,2019-09-15 06:05,3.1550
VANCOUVER HARBOUR,2019-09-15 06:06,3.1460
VANCOUVER HARBOUR,2019-09-15 06:07,3.1420
VANCOUVER HARBOUR,2019-09-15 06:08,3.1410
VANCOUVER HARBOUR,2019-09-15 06:09,3.13
VANCOUVER HARBOUR,2019-09-15 06:10,3.1180
VANCOUVER HARBOUR,2019-09-15 06:11,3.1110
VANCOUVER HARBOUR,2019-09-15 06:12,3.1030
VANCOUVER HARBOUR,2019-09-15 06:13,3.1030
VANCOUVER HARBOUR,2019-09-15 06:14,3.09
VANCOUVER HARBOUR,2019-09-15 06:15,3.0840
VANCOUVER HARBOUR,2019-09-15 06:16,3.0650
VANCOUVER HARBOUR,2019-09-15 06:17,3.0730
VANCOUVER HARBOUR,2019-09-15 06:18,3.0630
VANCOUVER HARBOUR,2019-09-15 06:19,3.0540
VANCOUVER HARBOUR,2019-09-15 06:20,3.0420
VANCOUVER HARBOUR,2019-09-15 06:21,3.0360
VANCOUVER HARBOUR,2019-09-15 06:22,3.03
VANCOUVER HARBOUR,2019-09-15 06:23,3.0280
VANCOUVER HARBOUR,2019-09-15 06:24,3.0190
VANCOUVER HARBOUR,2019-09-15 06:25,3.0030
VANCOUVER HARBOUR,2019-09-15 06:26,2.9980
VANCOUVER HARBOUR,2019-09-15 06:27,2.9930
VANCOUVER HARBOUR,2019-09-15 06:28,2.9840
VANCOUVER HARBOUR,2019-09-15 06:29,2.9770
VANCOUVER HARBOUR,2019-09-15 06:30,2.9670
VANCOUVER HARBOUR,2019-09-15 06:31,2.9640
VANCOUVER HARBOUR,2019-09-15 06:32,2.9550
VANCOUVER HARBOUR,2019-09-15 06:33,2.9440
VANCOUVER HARBOUR,2019-09-15 06:34,2.9360
VANCOUVER HARBOUR,2019-09-15 06:35,2.9320
VANCOUVER HARBOUR,2019-09-15 06:36,2.9250
VANCOUVER HARBOUR,2019-09-15 06:37,2.9150
VANCOUVER HARBOUR,2019-09-15 06:38,2.9060
VANCOUVER HARBOUR,2019-09-15 06:39,2.8990
VANCOUVER HARBOUR,2019-09-15 06:40,2.8870
VANCOUVER HARBOUR,2019-09-15 06:41,2.88
VANCOUVER HARBOUR,2019-09-15 06:42,2.8730
VANCOUVER HARBOUR,2019-09-15 06:43,2.8630
VANCOUVER HARBOUR,2019-09-15 06:44,2.8560
VANCOUVER HARBOUR,2019-09-15 06:45,2.8440
VANCOUVER HARBOUR,2019-09-15 06:46,2.8390
VANCOUVER HARBOUR,2019-09-15 06:47,2.8370
VANCOUVER HARBOUR,2019-09-15 06:48,2.8260
VANCOUVER HARBOUR,2019-09-15 06:49,2.8190
VANCOUVER HARBOUR,2019-09-15 06:50,2.8150
VANCOUVER HARBOUR,2019-09-15 06:51,2.8110
VANCOUVER HARBOUR,2019-09-15 06:52,2.80
VANCOUVER HARBOUR,2019-09-15 06:53,2.7870
VANCOUVER HARBOUR,2019-09-15 06:54,2.79
VANCOUVER HARBOUR,2019-09-15 06:55,2.7810
VANCOUVER HARBOUR,2019-09-15 06:56,2.7750
VANCOUVER HARBOUR,2019-09-15 06:57,2.7730
VANCOUVER HARBOUR,2019-09-15 06:58,2.7680
VANCOUVER HARBOUR,2019-09-15 06:59,2.7660
VANCOUVER HARBOUR,2019-09-15 07:00,2.7570
VANCOUVER HARBOUR,2019-09-15 07:01,2.7520
VANCOUVER HARBOUR,2019-09-15 07:02,2.7450
VANCOUVER HARBOUR,2019-09-15 07:03,2.74
VANCOUVER HARBOUR,2019-09-15 07:04,2.7380
VANCOUVER HARBOUR,2019-09-15 07:05,2.7290
VANCOUVER HARBOUR,2019-09-15 07:06,2.7270
VANCOUVER HARBOUR,2019-09-15 07:07,2.7190
VANCOUVER HARBOUR,2019-09-15 07:08,2.7140
VANCOUVER HARBOUR,2019-09-15 07:09,2.7070
VANCOUVER HARBOUR,2019-09-15 07:10,2.7030
VANCOUVER HARBOUR,2019-09-15 07:11,2.6960
VANCOUVER HARBOUR,2019-09-15 07:12,2.6880
VANCOUVER HARBOUR,2019-09-15 07:13,2.6790
VANCOUVER HARBOUR,2019-09-15 07:14,2.6740
VANCOUVER HARBOUR,2019-09-15 07:15,2.6720
VANCOUVER HARBOUR,2019-09-15 07:16,2.6670
VANCOUVER HARBOUR,2019-09-15 07:17,2.6610
VANCOUVER HARBOUR,2019-09-15 07:18,2.6550
VANCOUVER HARBOUR,2019-09-15 07:19,2.6520
VANCOUVER HARBOUR,2019-09-15 07:20,2.6480
VANCOUVER HARBOUR,2019-09-15 07:21,2.6430
VANCOUVER HARBOUR,2019-09-15 07:22,2.6380
VANCOUVER HARBOUR,2019-09-15 07:23,2.6350
VANCOUVER HARBOUR,2019-09-15 07:24,2.6230
VANCOUVER HARBOUR,2019-09-15 07:25,2.6180
VANCOUVER HARBOUR,2019-09-15 07:26,2.6120
VANCOUVER HARBOUR,2019-09-15 07:27,2.6120
VANCOUVER HARBOUR,2019-09-15 07:28,2.6090
VANCOUVER HARBOUR,2019-09-15 07:29,2.6020
VANCOUVER HARBOUR,2019-09-15 07:30,2.5950
VANCOUVER HARBOUR,2019-09-15 07:31,2.5930
VANCOUVER HARBOUR,2019-09-15 07:32,2.5920
VANCOUVER HARBOUR,2019-09-15 07:33,2.5830
VANCOUVER HARBOUR,2019-09-15 07:34,2.5790
VANCOUVER HARBOUR,2019-09-15 07:35,2.5710
VANCOUVER HARBOUR,2019-09-15 07:36,2.5670
VANCOUVER HARBOUR,2019-09-15 07:37,2.5620
VANCOUVER HARBOUR,2019-09-15 07:38,2.5660
VANCOUVER HARBOUR,2019-09-15 07:39,2.5590
VANCOUVER HARBOUR,2019-09-15 07:40,2.5510
VANCOUVER HARBOUR,2019-09-15 07:41,2.5550
VANCOUVER HARBOUR,2019-09-15 07:42,2.5490
VANCOUVER HARBOUR,2019-09-15 07:43,2.5440
VANCOUVER HARBOUR,2019-09-15 07:44,2.5430
VANCOUVER HARBOUR,2019-09-15 07:45,2.5370
