STATION_ID,TIME_TAG UTC (Z+0),VEGA
VANCOUVER HARBOUR,2019-09-29 00:00,4.1840
VANCOUVER HARBOUR,2019-09-29 00:01,4.1820
VANCOUVER HARBOUR,2019-09-29 00:02,4.2030
VANCOUVER HARBOUR,2019-09-29 00:03,4.2270
VANCOUVER HARBOUR,2019-09-29 00:04,4.2310
VANCOUVER HARBOUR,2019-09-29 00:05,4.2380
VANCOUVER HARBOUR,2019-09-29 00:06,4.2540
VANCOUVER HARBOUR,2019-09-29 00:07,4.2570
VANCOUVER HARBOUR,2019-09-29 00:08,4.2620
VANCOUVER HARBOUR,2019-09-29 00:09,4.2660
VANCOUVER HARBOUR,2019-09-29 00:10,4.2760
VANCOUVER HARBOUR,2019-09-29 00:11,4.2870
VANCOUVER HARBOUR,2019-09-29 00:12,4.2990
VANCOUVER HARBOUR,2019-09-29 00:13,4.3140
VANCOUVER HARBOUR,2019-09-29 00:14,4.3130
VANCOUVER HARBOUR,2019-09-29 00:15,4.3230
VANCOUVER HARBOUR,2019-09-29 00:16,4.3320
VANCOUVER HARBOUR,2019-09-29 00:17,4.3330
VANCOUVER HARBOUR,2019-09-29 00:18,4.3560
VANCOUVER HARBOUR,2019-09-29 00:19,4.3650
VANCOUVER HARBOUR,2019-09-29 00:20,4.3780
VANCOUVER HARBOUR,2019-09-29 00:21,4.38
VANCOUVER HARBOUR,2019-09-29 00:22,4.3930
VANCOUVER HARBOUR,2019-09-29 00:23,4.3960
VANCOUVER HARBOUR,2019-09-29 00:24,4.3960
VANCOUVER HARBOUR,2019-09-29 00:25,4.4030
VANCOUVER HARBOUR,2019-09-29 00:26,4.4150
VANCOUVER HARBOUR,2019-09-29 00:27,4.4130
VANCOUVER HARBOUR,2019-09-29 00:28,4.4250
VANCOUVER HARBOUR,2019-09-29 00:29,4.4320
VANCOUVER HARBOUR,2019-09-29 00:30,4.4340
VANCOUVER HARBOUR,2019-09-29 00:31,4.4640
VANCOUVER HARBOUR,2019-09-29 00:32,4.4580
VANCOUVER HARBOUR,2019-09-29 00:33,4.4650
VANCOUVER HARBOUR,2019-09-29 00:34,4.4740
VANCOUVER HARBOUR,2019-09-29 00:35,4.4830
VANCOUVER HARBOUR,2019-09-29 00:36,4.4930
VANCOUVER HARBOUR,2019-09-29 00:37,4.4970
VANCOUVER HARBOUR,2019-09-29 00:38,4.5040
VANCOUVER HARBOUR,2019-09-29 00:39,4.51
VANCOUVER HARBOUR,2019-09-29 00:40,4.5140
VANCOUVER HARBOUR,2019-09-29 00:41,4.5190
VANCOUVER HARBOUR,2019-09-29 00:42,4.5280
VANCOUVER HARBOUR,2019-09-29 00:43,4.5280
VANCOUVER HARBOUR,2019-09-29 00:44,4.54
VANCOUVER HARBOUR,2019-09-29 00:45,4.5470
VANCOUVER HARBOUR,2019-09-29 00:46,4.5490
VANCOUVER HARBOUR,2019-09-29 00:47,4.5510
VANCOUVER HARBOUR,2019-09-29 00:48,4.55
VANCOUVER HARBOUR,2019-09-29 00:49,4.5560
VANCOUVER HARBOUR,2019-09-29 00:50,4.5590
VANCOUVER HARBOUR,2019-09-29 00:51,4.5620
VANCOUVER HARBOUR,2019-09-29 00:52,4.5660
VANCOUVER HARBOUR,2019-09-29 00:53,4.5780
VANCOUVER HARBOUR,2019-09-29 00:54,4.5850
VANCOUVER HARBOUR,2019-09-29 00:55,4.5890
VANCOUVER HARBOUR,2019-09-29 00:56,4.5870
VANCOUVER HARBOUR,2019-09-29 00:57,4.59
VANCOUVER HARBOUR,2019-09-29 00:58,4.5920
VANCOUVER HARBOUR,2019-09-29 00:59,4.5920
VANCOUVER HARBOUR,2019-09-29 01:00,4.6020
VANCOUVER HARBOUR,2019-09-29 01:01,4.6090
VANCOUVER HARBOUR,2019-09-29 01:02,4.6020
VANCOUVER HARBOUR,2019-09-29 01:03,4.6150
VANCOUVER HARBOUR,2019-09-29 01:04,4.6180
VANCOUVER HARBOUR,2019-09-29 01:05,4.6270
VANCOUVER HARBOUR,2019-09-29 01:06,4.6270
VANCOUVER HARBOUR,2019-09-29 01:07,4.63
VANCOUVER HARBOUR,2019-09-29 01:08,4.63
VANCOUVER HARBOUR,2019-09-29 01:09,4.6320
VANCOUVER HARBOUR,2019-09-29 01:10,4.6350
VANCOUVER HARBOUR,2019-09-29 01:11,4.6430
VANCOUVER HARBOUR,2019-09-29 01:12,4.6420
VANCOUVER HARBOUR,2019-09-29 01:13,4.6390
VANCOUVER HARBOUR,2019-09-29 01:14,4.6410
VANCOUVER HARBOUR,2019-09-29 01:15,4.6390
VANCOUVER HARBOUR,2019-09-29 01:16,4.6530
VANCOUVER HARBOUR,2019-09-29 01:17,4.6540
VANCOUVER HARBOUR,2019-09-29 01:18,4.6490
VANCOUVER HARBOUR,2019-09-29 01:19,4.6540
VANCOUVER HARBOUR,2019-09-29 01:20,4.6560
VANCOUVER HARBOUR,2019-09-29 01:21,4.6670
VANCOUVER HARBOUR,2019-09-29 01:22,4.6580
VANCOUVER HARBOUR,2019-09-29 01:23,4.6690
VANCOUVER HARBOUR,2019-09-29 01:24,4.6680
VANCOUVER HARBOUR,2019-09-29 01:25,4.6630
VANCOUVER HARBOUR,2019-09-29 01:26,4.6610
VANCOUVER HARBOUR,2019-09-29 01:27,4.6630
VANCOUVER HARBOUR,2019-09-29 01:28,4.6610
VANCOUVER HARBOUR,2019-09-29 01:29,4.66
VANCOUVER HARBOUR,2019-09-29 01:30,4.6630
VANCOUVER HARBOUR,2019-09-29 01:31,4.6690
VANCOUVER HARBOUR,2019-09-29 01:32,4.6720
VANCOUVER HARBOUR,2019-09-29 01:33,4.6740
VANCOUVER HARBOUR,2019-09-29 01:34,4.6680
VANCOUVER HARBOUR,2019-09-29 01:35,4.6670
VANCOUVER HARBOUR,2019-09-29 01:36,4.6690
VANCOUVER HARBOUR,2019-09-29 01:37,4.6740
VANCOUVER HARBOUR,2019-09-29 01:38,4.6650
VANCOUVER HARBOUR,2019-09-29 01:39,4.6620
VANCOUVER HARBOUR,2019-09-29 01:40,4.6680
VANCOUVER HARBOUR,2019-09-29 01:41,4.6620
VANCOUVER HARBOUR,2019-09-29 01:42,4.6610
VANCOUVER HARBOUR,2019-09-29 01:43,4.6580
VANCOUVER HARBOUR,2019-09-29 01:44,4.66
VANCOUVER HARBOUR,2019-09-29 01:45,4.6560
VANCOUVER HARBOUR,2019-09-29 01:46,4.6580
VANCOUVER HARBOUR,2019-09-29 01:47,4.6550
VANCOUVER HARBOUR,2019-09-29 01:48,4.6510
VANCOUVER HARBOUR,2019-09-29 01:49,4.6610
VANCOUVER HARBOUR,2019-09-29 01:50,4.6440
VANCOUVER HARBOUR,2019-09-29 01:51,4.6460
VANCOUVER HARBOUR,2019-09-29 01:52,4.6460
VANCOUVER HARBOUR,2019-09-29 01:53,4.6350
VANCOUVER HARBOUR,2019-09-29 01:54,4.6410
VANCOUVER HARBOUR,2019-09-29 01:55,4.6370
VANCOUVER HARBOUR,2019-09-29 01:56,4.6340
VANCOUVER HARBOUR,2019-09-29 01:57,4.6280
VANCOUVER HARBOUR,2019-09-29 01:58,4.6230
VANCOUVER HARBOUR,2019-09-29 01:59,4.6270
VANCOUVER HARBOUR,2019-09-29 02:00,4.6220
VANCOUVER HARBOUR,2019-09-29 02:01,4.6280
VANCOUVER HARBOUR,2019-09-29 02:02,4.6230
VANCOUVER HARBOUR,2019-09-29 02:03,4.6150
VANCOUVER HARBOUR,2019-09-29 02:04,4.6130
VANCOUVER HARBOUR,2019-09-29 02:05,4.6040
VANCOUVER HARBOUR,2019-09-29 02:06,4.6020
VANCOUVER HARBOUR,2019-09-29 02:07,4.5920
VANCOUVER HARBOUR,2019-09-29 02:08,4.59
VANCOUVER HARBOUR,2019-09-29 02:09,4.5890
VANCOUVER HARBOUR,2019-09-29 02:10,4.5830
VANCOUVER HARBOUR,2019-09-29 02:11,4.5730
VANCOUVER HARBOUR,2019-09-29 02:12,4.5710
VANCOUVER HARBOUR,2019-09-29 02:13,4.5750
VANCOUVER HARBOUR,2019-09-29 02:14,4.5590
VANCOUVER HARBOUR,2019-09-29 02:15,4.5510
