time,encoder
2019-09-01 00:00, 5.708500000000001
2019-09-01 00:01, 5.6850000000000005
2019-09-01 00:02, 5.662
2019-09-01 00:03, 5.639
2019-09-01 00:04, 5.616
2019-09-01 00:05, 5.593
2019-09-01 00:06, 5.57
2019-09-01 00:07, 5.547
2019-09-01 00:08, 5.5235
2019-09-01 00:09, 5.5
2019-09-01 00:10, 5.4765
2019-09-01 00:11, 5.453
2019-09-01 00:12, 5.43
2019-09-01 00:13, 5.407
2019-09-01 00:14, 5.3835
2019-09-01 00:15, 5.3605
2019-09-01 00:16, 5.3375
2019-09-01 00:17, 5.3145
2019-09-01 00:18, 5.2925
2019-09-01 00:19, 5.27
2019-09-01 00:20, 5.247
2019-09-01 00:21, 5.223
2019-09-01 00:22, 5.199
2019-09-01 00:23, 5.175
2019-09-01 00:24, 5.1515
2019-09-01 00:25, 5.1285
2019-09-01 00:26, 5.1055
2019-09-01 00:27, 5.0825
2019-09-01 00:28, 5.059
2019-09-01 00:29, 5.0365
2019-09-01 00:30, 5.014
2019-09-01 00:31, 4.9915
2019-09-01 00:32, 4.968500000000001
2019-09-01 00:33, 4.9455
2019-09-01 00:34, 4.923
2019-09-01 00:35, 4.9015
2019-09-01 00:36, 4.879
2019-09-01 00:37, 4.8565000000000005
2019-09-01 00:38, 4.8335
2019-09-01 00:39, 4.8095
2019-09-01 00:40, 4.7865
2019-09-01 00:41, 4.763999999999999
2019-09-01 00:42, 4.742000000000001
2019-09-01 00:43, 4.7195
2019-09-01 00:44, 4.6965
2019-09-01 00:45, 4.6735
2019-09-01 00:46, 4.651
2019-09-01 00:47, 4.628
2019-09-01 00:48, 4.606
2019-09-01 00:49, 4.582000000000001
2019-09-01 00:50, 4.558999999999999
2019-09-01 00:51, 4.5355
2019-09-01 00:52, 4.513
2019-09-01 00:53, 4.49
2019-09-01 00:54, 4.465999999999999
2019-09-01 00:55, 4.443
2019-09-01 00:56, 4.4190000000000005
2019-09-01 00:57, 4.3945
2019-09-01 00:58, 4.371
2019-09-01 00:59, 4.348000000000001
2019-09-01 01:00, 4.324999999999999
2019-09-01 01:01, 4.301
2019-09-01 01:02, 4.276999999999999
2019-09-01 01:03, 4.2524999999999995
2019-09-01 01:04, 4.228
2019-09-01 01:05, 4.2035
2019-09-01 01:06, 4.179
2019-09-01 01:07, 4.154
2019-09-01 01:08, 4.129
2019-09-01 01:09, 4.1045
2019-09-01 01:10, 4.08
2019-09-01 01:11, 4.0555
2019-09-01 01:12, 4.0305
2019-09-01 01:13, 4.0045
2019-09-01 01:14, 3.978
2019-09-01 01:15, 3.9515000000000002
2019-09-01 01:16, 3.927
2019-09-01 01:17, 3.9025
2019-09-01 01:18, 3.8760000000000003
2019-09-01 01:19, 3.849
2019-09-01 01:20, 3.824
2019-09-01 01:21, 3.799
2019-09-01 01:22, 3.774
2019-09-01 01:23, 3.7489999999999997
2019-09-01 01:24, 3.7225
2019-09-01 01:25, 3.697
2019-09-01 01:26, 3.6695
2019-09-01 01:27, 3.643
2019-09-01 01:28, 3.617
2019-09-01 01:29, 3.5905
2019-09-01 01:30, 3.5635
2019-09-01 01:31, 3.536
2019-09-01 01:32, 3.509
2019-09-01 01:33, 3.4835000000000003
2019-09-01 01:34, 3.4575
2019-09-01 01:35, 3.432
2019-09-01 01:36, 3.4055
2019-09-01 01:37, 3.3795
2019-09-01 01:38, 3.3525
2019-09-01 01:39, 3.3255
2019-09-01 01:40, 3.2984999999999998
2019-09-01 01:41, 3.2715
2019-09-01 01:42, 3.2465
2019-09-01 01:43, 3.2205
2019-09-01 01:44, 3.1935000000000002
2019-09-01 01:45, 3.1665
2019-09-01 01:46, 3.1414999999999997
2019-09-01 01:47, 3.1165000000000003
2019-09-01 01:48, 3.0905
2019-09-01 01:49, 3.0645
2019-09-01 01:50, 3.0385
2019-09-01 01:51, 3.013
2019-09-01 01:52, 2.987
2019-09-01 01:53, 2.963
2019-09-01 01:54, 2.9370000000000003
2019-09-01 01:55, 2.9109999999999996
2019-09-01 01:56, 2.885
2019-09-01 01:57, 2.8605
2019-09-01 01:58, 2.8360000000000003
2019-09-01 01:59, 2.8105
2019-09-01 02:00, 2.7865
2019-09-01 02:01, 2.7619999999999996
2019-09-01 02:02, 2.7375
2019-09-01 02:03, 2.713
2019-09-01 02:04, 2.6885
2019-09-01 02:05, 2.6645
2019-09-01 02:06, 2.6405
2019-09-01 02:07, 2.6165000000000003
2019-09-01 02:08, 2.5935
2019-09-01 02:09, 2.5705
2019-09-01 02:10, 2.5465
2019-09-01 02:11, 2.5225
2019-09-01 02:12, 2.4995000000000003
2019-09-01 02:13, 2.476
2019-09-01 02:14, 2.4530000000000003
2019-09-01 02:15, 2.432
2019-09-01 02:16, 2.4105
2019-09-01 02:17, 2.388
2019-09-01 02:18, 2.366
2019-09-01 02:19, 2.3425000000000002
2019-09-01 02:20, 2.3195
2019-09-01 02:21, 2.2969999999999997
2019-09-01 02:22, 2.275
2019-09-01 02:23, 2.254
2019-09-01 02:24, 2.2335000000000003
2019-09-01 02:25, 2.2125
2019-09-01 02:26, 2.193
2019-09-01 02:27, 2.1719999999999997
2019-09-01 02:28, 2.151
2019-09-01 02:29, 2.129
2019-09-01 02:30, 2.107
2019-09-01 02:31, 2.0860000000000003
2019-09-01 02:32, 2.0655
2019-09-01 02:33, 2.0460000000000003
2019-09-01 02:34, 2.0275
2019-09-01 02:35, 2.0095
2019-09-01 02:36, 1.9885000000000002
2019-09-01 02:37, 1.9685000000000001
2019-09-01 02:38, 1.9475
2019-09-01 02:39, 1.928
2019-09-01 02:40, 1.9085
2019-09-01 02:41, 1.8885
2019-09-01 02:42, 1.8695
2019-09-01 02:43, 1.8505
2019-09-01 02:44, 1.8315000000000001
2019-09-01 02:45, 1.8135
2019-09-01 02:46, 1.7955
2019-09-01 02:47, 1.7774999999999999
2019-09-01 02:48, 1.758
2019-09-01 02:49, 1.7395
2019-09-01 02:50, 1.722
2019-09-01 02:51, 1.7045
2019-09-01 02:52, 1.6875
2019-09-01 02:53, 1.669
2019-09-01 02:54, 1.6505
2019-09-01 02:55, 1.6324999999999998
2019-09-01 02:56, 1.615
2019-09-01 02:57, 1.598
2019-09-01 02:58, 1.5815000000000001
2019-09-01 02:59, 1.5655000000000001
2019-09-01 03:00, 1.549
2019-09-01 03:01, 1.532
2019-09-01 03:02, 1.516
2019-09-01 03:03, 1.5005
2019-09-01 03:04, 1.484
2019-09-01 03:05, 1.4675
2019-09-01 03:06, 1.4525000000000001
2019-09-01 03:07, 1.438
2019-09-01 03:08, 1.4235
2019-09-01 03:09, 1.4085
2019-09-01 03:10, 1.3925
2019-09-01 03:11, 1.3765
2019-09-01 03:12, 1.3615
2019-09-01 03:13, 1.3475000000000001
2019-09-01 03:14, 1.3335
2019-09-01 03:15, 1.3205
2019-09-01 03:16, 1.3065
2019-09-01 03:17, 1.2934999999999999
2019-09-01 03:18, 1.2795
2019-09-01 03:19, 1.267
2019-09-01 03:20, 1.254
2019-09-01 03:21, 1.2405
2019-09-01 03:22, 1.2265000000000001
2019-09-01 03:23, 1.2135
2019-09-01 03:24, 1.202
2019-09-01 03:25, 1.192
2019-09-01 03:26, 1.1804999999999999
2019-09-01 03:27, 1.1695
2019-09-01 03:28, 1.1575
2019-09-01 03:29, 1.1455
2019-09-01 03:30, 1.134
2019-09-01 03:31, 1.125
2019-09-01 03:32, 1.115
2019-09-01 03:33, 1.106
2019-09-01 03:34, 1.0965
2019-09-01 03:35, 1.087
2019-09-01 03:36, 1.077
2019-09-01 03:37, 1.068
2019-09-01 03:38, 1.059
2019-09-01 03:39, 1.05
2019-09-01 03:40, 1.041
2019-09-01 03:41, 1.034
2019-09-01 03:42, 1.027
