time,encoder
2019-09-22 00:00, 5.1575
2019-09-22 00:01, 5.1665
2019-09-22 00:02, 5.1754999999999995
2019-09-22 00:03, 5.1850000000000005
2019-09-22 00:04, 5.1945
2019-09-22 00:05, 5.203
2019-09-22 00:06, 5.212
2019-09-22 00:07, 5.221
2019-09-22 00:08, 5.2295
2019-09-22 00:09, 5.2375
2019-09-22 00:10, 5.245
2019-09-22 00:11, 5.2524999999999995
2019-09-22 00:12, 5.2595
2019-09-22 00:13, 5.2675
2019-09-22 00:14, 5.2755
2019-09-22 00:15, 5.284
2019-09-22 00:16, 5.2925
2019-09-22 00:17, 5.301
2019-09-22 00:18, 5.3095
2019-09-22 00:19, 5.3165
2019-09-22 00:20, 5.3245000000000005
2019-09-22 00:21, 5.332
2019-09-22 00:22, 5.3395
2019-09-22 00:23, 5.3465
2019-09-22 00:24, 5.3535
2019-09-22 00:25, 5.3614999999999995
2019-09-22 00:26, 5.3695
2019-09-22 00:27, 5.3765
2019-09-22 00:28, 5.3835
2019-09-22 00:29, 5.391
2019-09-22 00:30, 5.398
2019-09-22 00:31, 5.4055
2019-09-22 00:32, 5.4115
2019-09-22 00:33, 5.4175
2019-09-22 00:34, 5.4235
2019-09-22 00:35, 5.4295
2019-09-22 00:36, 5.436
2019-09-22 00:37, 5.4425
2019-09-22 00:38, 5.4495000000000005
2019-09-22 00:39, 5.4565
2019-09-22 00:40, 5.4625
2019-09-22 00:41, 5.468500000000001
2019-09-22 00:42, 5.4755
2019-09-22 00:43, 5.4815000000000005
2019-09-22 00:44, 5.4875
2019-09-22 00:45, 5.4935
2019-09-22 00:46, 5.4995
2019-09-22 00:47, 5.5045
2019-09-22 00:48, 5.5105
2019-09-22 00:49, 5.5165
2019-09-22 00:50, 5.5225
2019-09-22 00:51, 5.5275
2019-09-22 00:52, 5.5335
2019-09-22 00:53, 5.5395
2019-09-22 00:54, 5.545
2019-09-22 00:55, 5.5504999999999995
2019-09-22 00:56, 5.5555
2019-09-22 00:57, 5.5605
2019-09-22 00:58, 5.5655
2019-09-22 00:59, 5.5695
2019-09-22 01:00, 5.5735
