time,encoder
2019-09-08 00:00, 3.934
2019-09-08 00:01, 3.933
2019-09-08 00:02, 3.939
2019-09-08 00:03, 3.924
2019-09-08 00:04, 3.92
2019-09-08 00:05, 3.922
2019-09-08 00:06, 3.929
2019-09-08 00:07, 3.926
2019-09-08 00:08, 3.906
2019-09-08 00:09, 3.908
2019-09-08 00:10, 3.912
2019-09-08 00:11, 3.912
2019-09-08 00:12, 3.91
2019-09-08 00:13, 3.898
2019-09-08 00:14, 3.903
2019-09-08 00:15, 3.892
2019-09-08 00:16, 3.894
2019-09-08 00:17, 3.877
2019-09-08 00:18, 3.885
2019-09-08 00:19, 3.889
2019-09-08 00:20, 3.885
2019-09-08 00:21, 3.867
2019-09-08 00:22, 3.872
2019-09-08 00:23, 3.87
2019-09-08 00:24, 3.86
2019-09-08 00:25, 3.851
2019-09-08 00:26, 3.847
2019-09-08 00:27, 3.852
2019-09-08 00:28, 3.846
2019-09-08 00:29, 3.83
2019-09-08 00:30, 3.826
2019-09-08 00:31, 3.828
2019-09-08 00:32, 3.828
2019-09-08 00:33, 3.816
2019-09-08 00:34, 3.811
2019-09-08 00:35, 3.802
2019-09-08 00:36, 3.806
2019-09-08 00:37, 3.795
2019-09-08 00:38, 3.783
2019-09-08 00:39, 3.783
2019-09-08 00:40, 3.775
2019-09-08 00:41, 3.78
2019-09-08 00:42, 3.778
2019-09-08 00:43, 3.773
2019-09-08 00:44, 3.754
2019-09-08 00:45, 3.753
2019-09-08 00:46, 3.75
2019-09-08 00:47, 3.752
2019-09-08 00:48, 3.75
2019-09-08 00:49, 3.74
2019-09-08 00:50, 3.752
2019-09-08 00:51, 3.745
2019-09-08 00:52, 3.74
2019-09-08 00:53, 3.74
2019-09-08 00:54, 3.729
2019-09-08 00:55, 3.74
2019-09-08 00:56, 3.729
2019-09-08 00:57, 3.726
2019-09-08 00:58, 3.719
2019-09-08 00:59, 3.721
2019-09-08 01:00, 3.724
2019-09-08 01:01, 3.724
2019-09-08 01:02, 3.714
2019-09-08 01:03, 3.712
2019-09-08 01:04, 3.709
2019-09-08 01:05, 3.715
2019-09-08 01:06, 3.709
2019-09-08 01:07, 3.703
2019-09-08 01:08, 3.691
2019-09-08 01:09, 3.701
2019-09-08 01:10, 3.696
2019-09-08 01:11, 3.691
2019-09-08 01:12, 3.679
2019-09-08 01:13, 3.683
2019-09-08 01:14, 3.676
2019-09-08 01:15, 3.679
2019-09-08 01:16, 3.665
2019-09-08 01:17, 3.669
2019-09-08 01:18, 3.663
2019-09-08 01:19, 3.662
2019-09-08 01:20, 3.658
2019-09-08 01:21, 3.65
2019-09-08 01:22, 3.644
2019-09-08 01:23, 3.66
2019-09-08 01:24, 3.646
2019-09-08 01:25, 3.639
2019-09-08 01:26, 3.634
2019-09-08 01:27, 3.628
2019-09-08 01:28, 3.627
2019-09-08 01:29, 3.624
2019-09-08 01:30, 3.62
2019-09-08 01:31, 3.62
2019-09-08 01:32, 3.609
2019-09-08 01:33, 3.608
2019-09-08 01:34, 3.602
2019-09-08 01:35, 3.595
2019-09-08 01:36, 3.585
2019-09-08 01:37, 3.582
2019-09-08 01:38, 3.582
2019-09-08 01:39, 3.575
2019-09-08 01:40, 3.569
2019-09-08 01:41, 3.568
2019-09-08 01:42, 3.566
2019-09-08 01:43, 3.561
2019-09-08 01:44, 3.556
2019-09-08 01:45, 3.552
2019-09-08 01:46, 3.556
2019-09-08 01:47, 3.556
2019-09-08 01:48, 3.543
2019-09-08 01:49, 3.545
2019-09-08 01:50, 3.54
2019-09-08 01:51, 3.537
2019-09-08 01:52, 3.543
2019-09-08 01:53, 3.533
2019-09-08 01:54, 3.543
2019-09-08 01:55, 3.54
2019-09-08 01:56, 3.537
2019-09-08 01:57, 3.54
2019-09-08 01:58, 3.524
2019-09-08 01:59, 3.524
2019-09-08 02:00, 3.535
2019-09-08 02:01, 3.533
2019-09-08 02:02, 3.526
2019-09-08 02:03, 3.523
2019-09-08 02:04, 3.528
2019-09-08 02:05, 3.523
2019-09-08 02:06, 3.523
2019-09-08 02:07, 3.514
2019-09-08 02:08, 3.517
2019-09-08 02:09, 3.521
2019-09-08 02:10, 3.517
2019-09-08 02:11, 3.507
2019-09-08 02:12, 3.505
2019-09-08 02:13, 3.504
2019-09-08 02:14, 3.504
2019-09-08 02:15, 3.505
2019-09-08 02:16, 3.504
2019-09-08 02:17, 3.497
2019-09-08 02:18, 3.495
2019-09-08 02:19, 3.488
2019-09-08 02:20, 3.485
