X,Y
-126.64389,50.691933
-126.652496,50.691376
-126.65889,50.694435
-126.662781,50.698601
-126.665833,50.703323
-126.690277,50.754997
-126.685547,50.758888
-126.668327,50.759163
-126.602219,50.770828
-126.582779,50.769714
-126.543877,50.765831
-126.536392,50.763611
-126.535828,50.758606
-126.638062,50.694992
-126.64389,50.691933
