X,Y
-130.35556,54.257774
-130.366638,54.241104
-130.375,54.244156
-130.388611,54.250832
-130.400574,54.258049
-130.455566,54.29583
-130.4664,54.303322
-130.467224,54.308601
-130.44751,54.325829
-130.440002,54.328049
-130.431122,54.328606
-130.417786,54.326385
-130.391968,54.312492
-130.385284,54.308884
-130.379974,54.305267
-130.375824,54.300827
-130.354706,54.269157
-130.352203,54.264442
-130.35556,54.257774
